Irish Times	40.075079	-75.205434	629 S. 2nd St	(215) 923-1103	4:00 pm	7:00 pm	Half off drinks, beers and apps
Iron Abbey Gastropub	40.112075	-75.142378	680 N. Easton Road	215-956-9600	4:00 pm	7:00 pm	$3.50 drafts, $4 cocktails,sangria and house wines, and $5 food
Iron Hill	39.940375	-75.145633	8400 Germantown Avenue	215-948-5600	5:00 pm	7:00 pm	$2 off house and seasonal beers, $5 and $7 select wines and spirits; $5 and $7 apps
J.D. McGillicuddy's Manayunk	39.965109	-75.138907	111 Cotton Street	215-930-0209	12:00 am	12:00 am	$4 Jack Daniels drinks, $2.50 Miller Lites
J.D. McGillicuddy's Manayunk	39.965109	-75.138907	111 Cotton Street	215-930-0209	6:00 pm	9:00 pm	Half-off all drinks, buy-one-get-one-free appetizers.
Jake's & Cooper's Wine Bar	39.950400	-75.161668	4367 Main Street	215-483-0444	5:00 pm	7:00 pm	$4 "Cheap" Red and White Wine, $3 Local Beer, $5 Specialty Cocktails, all at the bar only
Jamonera	39.944144	-75.167996	105 South 13th Street	215-922-6061	10:00 pm	11:00 pm	$3 beer, $4 sangria, $5 wine, $15 sherry tasting, $2 tapas, kitchen staff snacks.
Jerry's Bar	39.957679	-75.181875	129 Laurel Street	267-273-1632	5:00 pm	7:30 pm	$2 Off Drafts; $5 Select Cocktails; $5 House Wines; Half-Price Select Apps; $2 Jerry's Burger Sliders
Jet Wine Bar	39.948966	-75.143602	1525 South Street	(215) 735-1116	4:00 pm	7:00 pm	$5 House Wines, $5 Cocktail du jour, $3 Kenzinger, $5 Nachos
Jet Wine Bar	39.948966	-75.143602	1525 South Street	(215) 735-1116	5:00 pm	12:00 am	Martini Monday: Martini's are $8 (well), plus a special, $5 Martini. We are offering "Martini Monday" frequent drinker cards.  Every 6th Martini (excluding the $5) is free
JG Domestic	39.969102	-75.134212	2929 Arch Street	(215) 222-2363	3:00 pm	7:00 pm	$3-$4 Beers, $6 Wines, $7 Cocktails
JJ Bootleggers	40.025974	-75.224142	35 S. 2nd Street	215-923-3300	5:00 pm	7:00 pm	$4 Drafts; Half-Price Moonshine Specialty Drinks
John Henry's Pub	40.006833	-75.293267	98 Cricket Avenue	(610) 726-9193	4:00 pm	7:00 pm	$2.50 Miller Lite and Yuengling, $4.50 Guinness, Carlsberg, and Lagunitas IPA, $2 off all wines and $4 Fireball; $5 Apps
Johnny Brendas	40.008885	-75.193693	1201 N. Frankford Avenue	215-739-9684	4:00 pm	6:00 pm	$1 off all drinks, half-off oysters.
Johnny Mananas	40.025518	-75.222165	4201 Ridge Avenue	(215) 843-0499	4:30 pm	6:30 pm	$2 Domestic Drafts, $3 Import Drafts, $4 Well Drinks, $5 Nachos, Jalapeno poppers, Chicken fingers, $8 Fish Tacos
Jon's Bar and Grille	39.963087	-75.164491	606 S 3rd Street	(215) 592-1390	5:00 pm	7:00 pm	$2 off all drafts, Jon's martinis, Jon's favorites, bottled beers and frozen drinks, plus $5 wings and nachos, and $8 mussels
Jose Pistolas	39.947664	-75.166164	263 S 15th St	215-545-4101	4:00 pm	6:00 pm	$3 PBR, Miller Lite, & Yuengling; $5 Craft Beer Cans; $15 Margarita Pitchers; $20 Flavored Margarita Pitchers
Jose Pistolas	39.947664	-75.166164	263 S 15th St	215-545-4101	9:00 pm	10:00 pm	
Kelliann's Bar and Grill	40.024597	-75.324236	1549 Spring Garden	215-563-6990	3:00 pm	5:00 pm	50 cent wings
Kelliann's Bar and Grill	40.024597	-75.324236	1549 Spring Garden	215-563-6990	5:00 pm	7:00 pm	$1 off all drafts and wine
Kelly's Taproom	39.941318	-75.147703	1107 W. Lancaster Avenue	610-520-9344	11:30 am	12:00 am	$7 60 oz. pitchers of Coors Light
Kelly's Taproom	39.941318	-75.147703	1107 W. Lancaster Avenue	610-520-9344	4:00 pm	6:00 pm	$2 domestic drafts and well drinks and $3 imports and wines
Khyber Pass Pub	39.948642	-75.144137	56 S. Second Street	(215) 238-5888	4:00 pm	6:00 pm	$10 select pitchers; $1.50 domestic bottles; $2 off drafts; $1 off everything else
Kildare's Irish Pub	39.960356	-75.169675	4417 Main Street	(215) 482-7242	11:00 am	12:00 am	$3 Coors Lite, Yuengling, & Miller Lite drafts and $4 Blue Moon drafts
Kildare's Irish Pub	39.960356	-75.169675	4417 Main Street	(215) 482-7242	9:00 pm	11:00 pm	$3 drafts, $4 Red Bull Vodkas and 1/2 Price Liquor
Kite & Key	39.971496	-75.127359	1836 Callowhill Street	215-568-1818	5:00 pm	7:00 pm	$1 Off All Drafts
Kraftwork	39.941921	-75.153444	541 E. Girard Avenue	215-739-1700	4:00 pm	7:00 pm	$7 select food menu
Kraftwork	39.941921	-75.153444	541 E. Girard Avenue	215-739-1700	10:00 pm	11:00 pm	Twelve select drafts are half price
La Calaca Feliz	40.026308	-75.225354	2321 Fairmount Avenue	215-787-9930	4:00 pm	7:00 pm	$2.50 Dos Equis and Corona Light, $3 Pacifico, $4 house wines, $5 Sangria, $5.50 Feliz Margaritas and $2 off specialty cocktails; special food menu 4-6 PM
La Fourno	39.967537	-75.176080	636 South Street	215-627-9000	4:00 pm	7:00 pm	$6 wine by the glass, $7 signature cocktails, 10% off wine by the bottle
Ladder Fifteen	39.950269	-75.166951	1528 Sansom Street	(215) 964-9755	5:00 pm	7:00 pm	$4 bottled beer, $5 drafts, call drinks and house wine, and $6 specialty cocktails
Landmark Americana	39.941015	-75.145361	3333 Market Street	215-222-4500	4:00 pm	7:00 pm	$5 wines by the glass, $3.50 Sangria, $3 SoCo Lime Shots and Oak & Cokes, $2.50 Narragansett; discounted food menu
Landmark Americana	39.941015	-75.145361	3333 Market Street	215-222-4500	9:00 pm	12:00 am	$3 Coronas, 9-11 PM and $2.50 house margaritas, 11am-12am
Las Bugambilias	39.956135	-75.190693	148 South Street	215-922-3190	4:00 pm	10:00 pm	$3 Mexican beers and $5 Michiladas, house margaritas and house wine
LaScala's	39.949653	-75.151701	615 Chestnut St	(215) 928-0900	5:00 pm	7:00 pm	$2.50 Sierra Nevada, Coors Light, & Yuengling drafts, $5 vodka cocktails, $7 vodka martinis, $4 house wine
Liberty Bar	39.953834	-75.176983	2204 Market Street	267-519-3665	5:00 pm	7:00 pm	$3 Domestics, $4 Crafts & Imports, $4 Well Drinks, $5 Wines; $.50 Wings
Liquid Room	39.948650	-75.165800	1361 N. 2nd Street	215-279-7979	4:30 pm	7:30 pm	Select 12 oz. beer bottles $1-3, select 16 oz. drafts $1-4, select cocktails $4-8 and $2 Fireballs; food menu $2.50-6
Little Lion	39.948901	-75.145787	243 Chestnut Street	267-273-0688	5:00 pm	7:00 pm	Food Specials: $5 Poutine (pork belly, housemade cheese, fried egg) $6 Smoked Chicken Wings Buck-A-Shuck Oysters  Drink Specials: $3 Beers (Lager and one rotating featured beer) $5 Wines and Sangria $6 Specialty Cocktail
Local 44	39.967574	-75.175469	4333 Spruce Street	(215) 222-BEER	5:00 pm	7:00 pm	$3 Local Drafts, $4 Snack Menu
Locust Rendezvous	39.972311	-75.138697	1415 Locust Street	215-985-1163	11:00 am	2:00 am	$2.25 draft beers, $3.25 select craft beers and $3 Shot of the Week
London Grill	39.952826	-75.210332	2301 Fairmount Avenue	215-978-4545	5:00 pm	7:00 pm	$3 Usual Suspects and well drinks, $4 select draught beers, $5 house wines and select cocktails, inside bar food specials from 4-7 PM
London Grill	39.952826	-75.210332	2301 Fairmount Avenue	215-978-4545	7:00 pm	12:00 am	$1 off featured brewery
Lucha Cartel	39.948558	-75.144330	207 Chestnut Street	215-625-8605	5:00 pm	7:00 pm	$5 house margarita, sangria, mojitos, can of Tecate and shot of Sauza Silver; $5 happy hour food menu
Lucky 13 Pub	39.950644	-75.163394	1820 S. 13th Street	215-336-8467	5:00 pm	7:00 pm	$1 Off All Drinks
Lucky Strike Lanes	39.949794	-75.144739	1336 Chestnut Street	215-545-2471	4:00 pm	7:00 pm	$3 drafts and Citywides, $4 house wines by the glass, and $5 select cocktails
Mac's Tavern	39.927164	-75.167128	226 Market Street	267-324-5507	4:00 pm	12:00 am	$3 Coors Light & PBC Drafts
Mac's Tavern	39.927164	-75.167128	226 Market Street	267-324-5507	4:30 pm	6:30 pm	$4 drafts and $5 select wines and cocktails; $2 off appetizers
Mad Mex	39.953173	-75.192865	3401 Walnut Street	215-382-2221	4:30 pm	6:30 pm	$7 Big Azz (22oz), $5 16oz, & $3 12oz House Margaritas. Half off all Drafts & Wings
Mad Mex	39.953173	-75.192865	3401 Walnut Street	215-382-2221	10:00 pm	12:00 am	$7 Big Azz Margaritas
Maggie's Waterfront Cafe	40.043647	-74.989686	9242 N. Delaware Avenue	215-637-6716	11:00 am	12:00 am	$12 Bud Light buckets, $15 domestic buckets and $20 import buckets
Maggie's Waterfront Cafe	40.043647	-74.989686	9242 N. Delaware Avenue	215-637-6716	11:00 am	12:00 am	Half off all military, fire, ems and police tickets
Maggie's Waterfront Cafe	40.043647	-74.989686	9242 N. Delaware Avenue	215-637-6716	4:30 pm	6:30 pm	$2 domestic drafts, $2.50 domestic bottles, $3.50 well drinks, half off select appetizers
Manayunk Brewery	40.022638	-75.219338	4120 Main Street	215-482-8220	4:00 pm	11:00 pm	$8 pizzas
Manayunk Brewery	40.022638	-75.219338	4120 Main Street	215-482-8220	5:00 pm	7:00 pm	$1 off all drinks, $5 wings and California rolls and $6 quesadillas and salmon avocado rolls, and 48 chef's choice pizza (bar/cocktail areas only)
Manayunk Tavern	40.024596	-75.221131	4247 Main Street	267-335-2121	4:00 pm	2:00 am	$5 Glasses of wine
Manayunk Tavern	40.024596	-75.221131	4247 Main Street	267-335-2121	4:00 pm	6:00 pm	$3 Drafts
Manny Brown's	39.941713	-75.151323	512 South Street	215-627-7427	5:00 pm	7:00 pm	Half Priced Drafts, Domestic Bottles, and Well Drinks
Manny Brown's	39.941713	-75.151323	512 South Street	215-627-7427	8:00 pm	12:00 am	$7 PBR Pitchers & $0.25 Wings
Martha	39.982222	-75.128094	2113 E York Street	215-867-8881	5:00 pm	7:00 pm	$1 off all draft beverages, wine, cocktails 1/2 off special selections
McCrossen's Tavern	39.950167	-75.162607	529 N. 20th Street	215-854-0923	5:00 pm	7:00 pm	$2 Off Draft Beers; $5 Select Wines; $6 Select Cocktails; $3-$7 Bar Snacks
McGillin's Olde Ale House	39.980352	-75.123052	1310 Drury Street; 19107	(215) 735-5562	11:00 am	2:00 am	$6.50 PBR pitchers and $8.50 Bud Light, Miller Lite, and Yuengling Light pitchers; half priced pizzas
Memphis Taproom	39.963093	-75.170927	2331 E. Cumberland Street	215-425-4460	4:00 pm	6:00 pm	$1 off all draft beers inside the bar and cans out in the Beer Garden
Milkboy	39.945217	-75.161095	1100 Chestnut St		12:00 pm	1:00 am	$6 City Wides and $5 shots
Milkboy	39.945217	-75.161095	1100 Chestnut St		4:00 pm	7:00 pm	$2 off draught beers, wine, and specialty cocktails and $5 well drinks
Misconduct Tavern	39.948658	-75.166636	1511 Locust Street	(215) 732-5797	4:30 pm	7:00 pm	$5.50 Drafts Beers and Wine; $7 Cocktails
Mix Pizzeria & Bar	39.952539	-75.175808	2101 Chestnut Street	215-568-3355	5:00 pm	7:00 pm	$2 PBR and Rolling Rock, $3 drafts, and $4 select wines and mixed drinks
Mixto	39.948584	-75.159852	1141 Pine Street	(215) 592-0363	4:30 pm	6:30 pm	$5 Classic Mojitos, Margaritas, and Caipirinhas, $5 House Wines, $3 Latin Bottled Beers and Select Drafts, $2 Tilapia Ceviche Shooters, $5 Bites
Moriarty's	39.953517	-75.192612	1116 Walnut Street	(215) 627-7676	5:00 pm	7:00 pm	All drafts $3 and $5
National Mechanics	39.949557	-75.146008	22 S 3rd Street	(215) 701-4883	5:00 pm	7:00 pm	$3 off Most Pitchers; $2 off Specials Drinks; $1 off Most Pints
New Deck Tavern	39.949979	-75.158767	3408 Sansom St; 19104	(215) 386-4600	5:00 pm	7:00 pm	$1 Off All Drinks; $5 Apps
New Deck Tavern	39.949979	-75.158767	3408 Sansom St; 19104	(215) 386-4600	10:00 pm	11:00 pm	
New Wave Cafe	39.949532	-75.143919	784 S 3rd St	(215) 922-8484	4:00 pm	6:00 pm	$1 Off All Food & Drinks
New Wave Cafe	39.949532	-75.143919	784 S 3rd St	(215) 922-8484	9:00 pm	11:00 pm	
Nick's Bar & Grill - Old City	39.948214	-75.162573	16 S. 2nd Street	215-928-9411	4:00 pm	7:00 pm	$1.75 Domestic Drafts; $5 App Menu
Nomad Roman	39.938080	-75.148527	1305 Locust Street	215-644-9287	4:30 pm	6:30 pm	$5 bar pizzas; $4 draft beer specials; $5 select wine glasses; $25 select wine bottles
O'Neals Pub	39.941031	-75.147402	611 S 3rd Street	(215) 574-9495	4:30 pm	6:30 pm	Half priced select beers and drinks and $5 apps, downstairs only
O'Neals Pub	39.941031	-75.147402	611 S 3rd Street	(215) 574-9495	8:30 pm	9:00 pm	
Ocean Prime	39.950162	-75.166089	124 S. 15th Street	215-563-0163	4:30 pm	6:30 pm	$5 beers and select appetizers, $10 specialty cocktails and select wines
Oh	40.022678	-75.214438	1907 Sansom Street	215-568-7071	5:00 pm	7:00 pm	$3 Lagers and Miller Lites; $4 Cosmos, Wine, Well Drinks, and Margaritas; $3 & $4 Small Plates
Old Eagle Tavern	39.950062	-75.162391	177 Markle Street	215-483-5535	5:00 pm	7:00 pm	1/2 Price Drafts, $2 Domestic Bottles
Opa	39.951213	-75.172374	1311 Sansom St	(215) 545-0170	5:00 pm	7:00 pm	$3 select craft beers, $4 house wines, $5 specialty cocktails
Opa	39.951213	-75.172374	1311 Sansom St	(215) 545-0170	10:00 pm	11:00 pm	$3 select craft beers, $4 house wines, $5 specialty cocktails
Ortlieb's Lounge	40.056996	-75.014570	847 N 3rd Street	267-324-3348	6:00 pm	8:00 pm	$3 Domestic Drafts, $4 Crafts, $9 Domestic Pitchers, $12 Craft Pitchers, $1 Tacos
Out of Wack Jack's	39.964613	-75.142257	3156 Willits Road	215-969-9433	4:00 pm	6:00 pm	$1.50 domestic pints
Oyster House	39.950222	-75.166553	1516 Sansom Street	(215) 567-7683	5:00 pm	7:00 pm	$1 oysters, $3 shooters, $3 drafts and $5 punch
P.Y.T.	39.966444	-75.139576	1050 N. Hancock Street	(215) 964-9009	5:00 pm	7:00 pm	$3 Yuengling Drafts; $3 Craft Beer Cans; $3 House Wine; $5 Bar Snacks
Paddy Whack's Irish Sports Pub NE	39.941030	-75.145480	9241 Roosevelt Blvd	(215) 464-7544	11:00 am	2:00 am	$6 Bud Light Pitchers
Paddy Whack's Irish Sports Pub NE	39.941030	-75.145480	9241 Roosevelt Blvd	(215) 464-7544	4:00 pm	6:00 pm	$3 Guinness; $3 crafts; $2 well drinks; $1.50 domestic pints & 1/2 price appetizers
Paddy Whacks	40.074489	-75.031733	150 South Street	215-464-7544	5:00 pm	7:00 pm	$3 Guinness pints and crafts, $2 domestic pints, bottles and well drinks, and 1/2 price appetizers
Pagano's Market and Bar	39.942585	-75.157096	2001 Market Street	215-523-6200	4:00 pm	6:00 pm	$3 selected beer; $5 wine; $5 Martini; $5 Manhattans
Panorama	39.939373	-75.266201	14 N Front Street	215-922-7800	5:00 pm	7:00 pm	At the Wine Bar: $5 off every wine tasting flight, $5 select wines, $4 select beers and $4 off signature cocktails; half off appetizer menu
Pattaya Grill	39.955409	-75.202685	4006 Chestnut Street	215-387-8533	5:00 pm	7:00 pm	$4 wine and cocktails, $1 off select beer
Percy Street Barbeque	39.950201	-75.142285	900 South Street	(215) 625-8510	5:00 pm	6:30 pm	Special food and drink menu
Pinocchio's	39.953759	-75.196230	131 E Baltimore Pike	610-566-7767	12:00 am	12:00 am	All you can eat pizza and soda or pasta and salad for $7.59; $1.50 Miller Lite Bottles; $3 Heineken, Heineken Light, and Amstel Light bottles
Pinocchio's	39.953759	-75.196230	131 E Baltimore Pike	610-566-7767	4:00 pm	6:00 pm	1/2 Price Drafts and Mixed Drinks; $5 Apps
Pod	39.954163	-75.173731	3636 Sansom Street	215-387-1803	9:00 pm	10:00 pm	$6 cocktails; $6 wine; $4 beer; $5 bites
Positano Coast	39.946765	-75.144613	212 Walnut Street	(215) 238-0499	5:00 pm	7:00 pm	$4 Yuengling Lager, Miller Lite, Peroni; $6 signature cocktails (Positano Lemon Drop, Red Sangria, Bartender's Choice); $5 wines by the glass
Prime Stache	39.945657	-75.174756	110 Chestnut Street	267-886-8354	5:00 pm	7:00 pm	$1 off Drafts; $2 off Cocktails; $5 Apps
Prohibition Taproom	39.961302	-75.159312	501 N 13th Street	(215) 238-1818	5:00 pm	7:00 pm	$7 wines and specialty cocktails, $4 draft pints and $1 off small plates
Pub & Kitchen	39.925185	-75.171269	1946 Lombard Street	215-545-0350	4:00 pm	6:00 pm	$20 Select Bottles of Rose $5 You Call It Old Fashioneds (choose mezcal, whiskey or rum)and P&K Pils  $10 Cheese Plate 1/2 Priced Oysters $7.95 "Almost Famous Happy Hour Burger"
Pub on Passyunk East	39.949906	-75.161518	1501 Passyunk Avenue	215-755-5125	4:00 pm	6:00 pm	1/2 price drafts, $1 off well drinks
Queen of Sheba	39.949190	-75.213532	4511 Baltimore Avenue	215-382-2099	11:00 am	12:00 am	$4 Citywide special
R2L	39.949271	-75.148854	50 South 16th Street	(215) 564-5337	4:30 pm	6:30 pm	$3 Corona, Miller Light, & Yuengling, $4 Heineken & Heineken Light, $7 rotating wine selections, $8 select cocktails; small bite menu
Raw Lounge	39.951714	-75.167486	1225 Sansom Street	215-238-1903	4:30 pm	6:30 pm	$3 Select Draft Beer; $4 House Wines; $5 Select Cocktails/1&1s
Red Owl Tavern	39.948070	-75.143023	433 Chestnut Street	215-923-2267	5:00 pm	7:00 pm	$3-$4 Brewer of the Month Beers, $6 Wines, $7 Specialty Cocktails, $6 Select Apps
Rembrandt's Restaurant & Pub	39.968551	-75.174874	741 N 23rd Street	215-763-2228	5:00 pm	7:00 pm	$3 drafts, wines, and well drinks and $2 Bud Lights
Revolution House	39.943770	-75.167843	200 Market Street	215-625-4566	5:00 pm	7:00 pm	1/2 off margherita pizzas; 1/2 off drafts; and $5 red and white house wines; $6 rotating specialty cocktail
Rex 1516	39.937006	-75.154508	1516 South Street	267-319-1366	5:00 pm	7:00 pm	$6 Hurricanes; $5 Bar Bites
ROOT Restaurant + Wine Bar	39.948490	-75.144197	1206 Frankford Avenue		4:00 pm	6:00 pm	$5 Snacks & Toast $6 Sangria & Special Wine $8 Gin & Tonic $7 Cheese & Salumi Plate
Rotten Ralph's	39.968704	-75.136425	201 Chestnut Street	(215) 925-2440	4:00 pm	6:00 pm	Food and drink specials
Royal Tavern	39.949533	-75.162213	937 E Passyunk Avenue	(215) 389-6694	4:00 pm	6:00 pm	1/2 price drafts, $3 well drinks
Saint Lazarus Bar	39.986116	-75.106539	102 W Girard Avenue	267-978-4510	5:00 pm	7:00 pm	$3 Well Mixed Drinks; $1 off Domestic Bottles; $5 Pickle Back Shots; $5 City Wides; $5 Saint Special (Two tacos and a PBR)
Saint Lazarus Bar	39.986116	-75.106539	102 W Girard Avenue	267-978-4510	10:00 pm	11:00 pm	$4 Premium Whiskey Shots; Half-off Select Drafts; $1 Off Craft Brews
Sampan	39.948801	-75.144134	124 S 13th	215-732-3501	4:00 pm	7:00 pm	$4 select beers, specialty cocktails and house wines, $9 select cocktails, discounted select sakes and $25 scorpion bowls
Sassafras	39.969286	-75.134453	48 S 2nd Street	215-925-2317	5:00 pm	7:00 pm	$5 house wine, $5 well drinks, $4 selected drafts, $3 domestic bottles
Seafood Unlimited	39.948411	-75.174495	270 South 20th Street	215-732-9012	5:00 pm	9:30 pm	$3 Yuengling drafts, $5 select cocktails and wines, special bar menu
Shenanigans Original	39.949715	-75.143935	3133 Gaul St.	215-423-7878	11:00 am	2:00 am	$1.50 pints of PBRs and Rolling Rocks and $1 Lionshead pints
Shenanigans Original	39.949715	-75.143935	3133 Gaul St.	215-423-7878	6:00 pm	6:00 pm	$1.50 domestic pints and $2 domestic cans and bottles
Shenanigans Saloon	39.941822	-75.179493	1624 N. Front St.	267-324-5857	11:00 am	2:00 am	$2 Coors Lights and $4 meatball quesadillas
Shenanigans Saloon	39.941822	-75.179493	1624 N. Front St.	267-324-5857	4:00 pm	6:00 pm	$2 Coors Light and Yuengling pints, $4 select craft drafts
Sidecar Bar	39.954602	-75.183831	2201 Christian Street	(215) 732-3429	4:00 pm	7:00 pm	7 Til 7 Specials: 1/2 Price on Seven Rotating Drafts; $4  Seasonal Cocktails; $7 Nachos or Two Carnitas
Sidecar Bar	39.954602	-75.183831	2201 Christian Street	(215) 732-3429	10:00 pm	1:00 am	$10 Burgers
Silk City	39.961248	-75.146571	N 5th Street & Spring Garden Street	(215) 592-8838	5:00 pm	7:00 pm	$1 Off All Drafts
Slainte Pub & Grill	39.951901	-75.175709	3000 Market St; 19104	(215) 222-7400	5:00 pm	7:00 pm	$1 off all pints, bottles and pitchers of beer, $1 off all well, call and top shelf liquor drinks, and $1 off all wines by the glass; $5 select appetizer menu
Slate	39.952206	-75.171571	102 S 21st St	215-568-6886	5:00 pm	7:00 pm	Discounted drinks
Smiths Restaurant & Lounge	39.953792	-75.203024	39-41 S 19th Street	267-546-2669	5:00 pm	7:00 pm	$5 Bulleit and Ketel One drinks, $10 carafe of wine, and $1 off all draft beers
Smokey Joe's	39.927273	-75.171461	210 South 40th Street	215-222-0770	11:30 am	2:00 am	$2.50 pints, $7.50 pitchers and $15 pizza and pitcher
Smokin' Betty's	39.949596	-75.158968	116 S. 11th Street	(215) 922-6500	5:00 pm	7:00 pm	$3 Yuenglings and featured drafts, $4 house wines and well drinks, and $5 seasonal Sangria and Lemonade; Food menu is $3-6
South Philly Tap Room	39.940442	-75.149240	1509 Mifflin Street	215-271-7787	4:00 pm	6:00 pm	1/2 off local drafts and appetizers
Southwark	39.974945	-75.134567	701 S. 4th St.	267-930-8530	5:00 pm	7:00 pm	$8 Selection of Cocktails $5 Select Beers & Wines $2 High Life Ponies  Discounted Select Food
Square 1682	39.949801	-75.145145	121 South 17th Street	215-563-5008	5:00 pm	7:00 pm	$3 Beer: Yuengling and Bud Light $5 Wine: Chardonnay, Cabernet, Rose, Sparkling $7 Cocktail: French 75, Black Rose, Venus as a Boy  $7 Sliders and Fries: Custom blend burger; Chipotle Blackbean Burger; Curried         Chicken Salad
St. Stephen's Green	39.930238	-75.163229	1701 Green St	(215) 769-5000	4:00 pm	7:00 pm	$3 Domestic Bottles, $4 Select Drafts, $4 Well Drinks, $5 Wines, $5, $4, and $3 App Menu
Standard Tap	39.964140	-75.140477	901 N 2nd Street	215-238-0630	4:00 pm	6:00 pm	1/2 off weekly featured cocktail (rotating), 1/2 off weekly featured brewery beers (rotating), discount happy hour snacks
Stateside	39.964629	-75.166045	1536 E. Passyunk Avenue	215-551-2500	5:00 pm	7:00 pm	1/2 priced drafts, buck-a-shuck-oysters, whiskey specials
Sto's Bar	39.927498	-75.166294	236 Market Street	267-687-8653	12:00 pm	2:00 am	$.50 Jumbo Wings; $9 Rolling Rock Pitchers
Stogie Joe's Tavern	39.950801	-75.168611	1802 East Passyunk Avenue	215-463-3030	7:00 pm	9:00 pm	Cash prizes
Strangelove's	39.950613	-75.169685	216 S. 11th Street		11:30 am	3:00 pm	$15 for 2 courses and a non-alcoholic beverage (dine-in only)
Strangelove's	39.950613	-75.169685	216 S. 11th Street		5:00 pm	7:00 pm	$4 select American drafts and house wines and $5 well drinks; food specials
SuGa	39.948098	-75.159233	1720 Sansom Street	215-717-8968	5:00 pm	7:00 pm	Featured: Cocktail $7 - Wine $6 - Beer $4 - Sake $5  Food: $5 ea. Popcorn Pork Ravioli, Scallion Pancakes, Seaweed Salad, Coleslaw $7 ea. Tongpo Pork Bao Bun, Szechwan Dan Dan Noodles
T. Hogans	39.921594	-75.178684	5109 Rochelle Avenue	215-482-8583	3:30 pm	7:30 pm	$3 domestic drafts, bottles, and well drinks, $7 domestic pitchers
Tabu Lounge & Sports Bar	39.948373	-75.161086	200 S 12th Street	(215) 964-9675	11:00 am	12:00 am	$3 Blue Moon Drafts; $6 Absoluts; $5 wings
Tabu Lounge & Sports Bar	39.948373	-75.161086	200 S 12th Street	(215) 964-9675	5:00 pm	7:00 pm	$1 off All Drinks
Tabu Lounge & Sports Bar	39.948373	-75.161086	200 S 12th Street	(215) 964-9675	7:00 pm	9:00 pm	Free Select Draft w/Purchase of Any Burger of Sandwich
Tabu Lounge & Sports Bar	39.948373	-75.161086	200 S 12th Street	(215) 964-9675	10:00 pm	2:00 am	10% off All Alcohol w/Proof of Employment
Taproom on 19th	40.017114	-75.210553	2400 S. 19th Street	267-687-7817	11:00 am	2:00 am	Half-priced burgers
Taproom on 19th	40.017114	-75.210553	2400 S. 19th Street	267-687-7817	5:00 pm	7:00 pm	$2 off all draughts, $1 off all cans and bottles and $5 Jamesons; Half-priced wings and $2 Tap Burgers
Tattooed Mom	39.949078	-75.164858	530 South Street	(215) 238-9880	5:00 pm	7:00 pm	1/2 Off All Drafts
Tattooed Mom	39.949078	-75.164858	530 South Street	(215) 238-9880	10:00 pm	11:00 pm	1/2 Off All Drafts
Tavern on Broad	39.947242	-75.161555	200 S. Broad Street	(215) 546-2290	5:00 pm	8:00 pm	1/2 Off All Drinks
Tavern on Camac	39.941712	-75.151861	243 S Camac Street	(215) 545-0900	6:00 pm	8:00 pm	$2.50 off beers, $2 off everything else
Tavern on the Hill	40.077130	-75.208932	8636 Germantown Avenue	215-247-9948	5:00 pm	7:00 pm	1/2 priced drafts, $4 house wines by the glass
Tavola Restaurant + Bar	39.925944	-75.350777	400 W Sproul Road	610-543-2100	4:00 pm	6:00 pm	$2.50 Shock Top, Bud Light, and Miller Lite drafts, $6 house red and white wine, and $1 off well drinks
Tavola Restaurant + Bar	39.925944	-75.350777	400 W Sproul Road	610-543-2100	6:00 pm	10:00 pm	$3.50 Miller Lite and Miller High Life drafts
Tequilas Restaurant	40.045034	-75.388247	1602 Locust St	(215) 546-0181	2:00 pm	6:30 pm	$4 drafts and bottled craft Mexican beers, $5 select wines by the glass, $6 traditional Sangria, Margaritas and mixed drinks, $7-9 select cocktails and tequilas, and $40 pitchers of house Sangria and Margarita
Teresa's Next Door	39.948381	-75.168023	126 North Wayne Avenue	610-293-9909	4:00 pm	6:00 pm	$3 Select American drafts, $5 Select Belgian drafts, $3 off all wine by the glass
The Franklin Bar	40.048287	-75.413742	112 S. 18th Street	267-467-3277	5:00 pm	7:00 pm	$10 Extra Credit Cocktails
The Grog Grill	39.946922	-75.143855	863 West Lancaster Avenue	610-527-5870	4:00 pm	6:00 pm	$4 Drafts, $2 Yeungling, $4 Wine, Half Price Apps
The Olde Bar	39.951296	-75.170641	125 Walnut Street	215-253-3777	5:00 pm	7:00 pm	Buck-a-Shuck Oysters & Bar Specials
The Plough & the Stars	39.948610	-75.143697	123 Chestnut Street	215-733-0300	5:00 pm	7:00 pm	$3 Bud & Miller Lites, $4 craft beer $4.50 house merlot and chardonnay, $5 Bites
Time	39.950037	-75.162513	1315 Sansom Street	215-985-4800	5:00 pm	7:00 pm	$5 house wines and select cocktails, $3 select seasonal drafts and $1 off all other drafts, $3-6 bar menu
Tinto	39.946624	-75.160914	114 S. 20th Street	215-665-9150	5:00 pm	7:00 pm	$5 sangria and $7 house wine; $5 tapas
Tir Na Nog	39.951501	-75.173845	1600 Arch Street; 19103	(267) 514-1700	5:00 pm	7:00 pm	$2 off all wines, $3 Yeunglings, Bud Lights and Miller Lite bottles, $4 Victory seasonals, Brooklyn Brown Ales and well drinks; half price select appetizers
Tria Washington Square West	39.954587	-75.167024	1137 Spruce Street	215-629-9200	5:00 pm	7:00 pm	1 White Wine, 1 Red Wine, 1 Cheese plate, and 2 Beers all priced at $5 (a considerable discount) each!
