Jerry's Bar	129 Laurel Street	267-273-1632	5:00 pm	11:00 pm	Half-Price Burgers
Jerry's Bar	129 Laurel Street	267-273-1632	5:00 pm	7:30 pm	$2 Off Drafts; $5 Select Cocktails; $5 House Wines; Half-Price Select Apps; $2 Jerry's Burger Sliders
Jet Wine Bar	1525 South Street	(215) 735-1116	11:00 am	12:00 am	Build-your-own flights (pick 3 wines, 2.5 oz of each) for $10, and half-glasses for half-price
Jet Wine Bar	1525 South Street	(215) 735-1116	4:00 pm	7:00 pm	$5 House Wines, $5 Cocktail du jour, $3 Kenzinger, $5 Nachos
JG Domestic	2929 Arch Street	(215) 222-2363	3:00 pm	7:00 pm	$3-$4 Beers, $6 Wines, $7 Cocktails
JJ Bootleggers	35 S. 2nd Street	215-923-3300	5:00 pm	7:00 pm	$4 Drafts; Half-Price Moonshine Specialty Drinks
John Henry's Pub	98 Cricket Avenue	(610) 726-9193	4:00 pm	7:00 pm	$2.50 Miller Lite and Yuengling, $4.50 Guinness, Carlsberg, and Lagunitas IPA, $2 off all wines and $4 Fireball; $5 Apps
Johnny Brendas	1201 N. Frankford Avenue	215-739-9684	4:00 pm	6:00 pm	$1 off all drinks, half-off oysters.
Johnny Mananas	4201 Ridge Avenue	(215) 843-0499	4:30 pm	6:30 pm	$2 Domestic Drafts, $3 Import Drafts, $4 Well Drinks, $5 Nachos, Jalapeno poppers, Chicken fingers, $8 Fish Tacos
Jon's Bar and Grille	606 S 3rd Street	(215) 592-1390	5:00 pm	7:00 pm	$2 off all drafts, Jon's martinis, Jon's favorites, bottled beers and frozen drinks, plus $5 wings and nachos, and $8 mussels
Jose Pistolas	263 S 15th St	215-545-4101	4:00 pm	6:00 pm	$3 PBR, Miller Lite, & Yuengling; $5 Craft Beer Cans; $15 Margarita Pitchers; $20 Flavored Margarita Pitchers
Kelliann's Bar and Grill	1549 Spring Garden	215-563-6990	3:00 pm	5:00 pm	50 cent wings
Kelliann's Bar and Grill	1549 Spring Garden	215-563-6990	5:00 pm	7:00 pm	$1 off all drafts and wine
Kelly's Taproom	1107 W. Lancaster Avenue	610-520-9344	4:00 pm	6:00 pm	$2 domestic drafts and well drinks and $3 imports and wines
Kelly's Taproom	1107 W. Lancaster Avenue	610-520-9344	10:00 pm	12:00 am	$2 well drinks
Kensington Quarters	1310 Frankford Avenue	267-314-5086	12:00 am	12:00 am	1/2 Fried Chicken with heaps of sides for $20 Sparkling Wine for $10-$11 to pair
Kensington Quarters	1310 Frankford Avenue	267-314-5086	5:00 pm	7:00 pm	$5 Small plates and drink specials
Khyber Pass Pub	56 S. Second Street	(215) 238-5888	4:00 pm	6:00 pm	$10 select pitchers; $1.50 domestic bottles; $2 off drafts; $1 off everything else
Kildare's Irish Pub	4417 Main Street	(215) 482-7242	11:00 am	12:00 am	$3 Coors Lite, Yuengling, & Miller Lite drafts and $4 Blue Moon drafts
Kildare's Irish Pub	4417 Main Street	(215) 482-7242	9:00 pm	11:00 pm	$3 drafts,  $4 Red Bull Vodkas and 1/2 Price Liquor
Kildare's Irish Pub	4417 Main Street	(215) 482-7242	9:30 pm	1:00 am	Kildare's self-proclaimed Best Pub Quiz in Manayunk
Kite & Key	1836 Callowhill Street	215-568-1818	5:00 pm	7:00 pm	$1 Off All Drafts
Kraftwork	541 E. Girard Avenue	215-739-1700	4:00 pm	6:00 pm	$7 select food menu
Kraftwork	541 E. Girard Avenue	215-739-1700	10:00 pm	11:00 pm	Twelve select drafts are half price
La Calaca Feliz	2321 Fairmount Avenue	215-787-9930	4:00 pm	7:00 pm	$2.50 Dos Equis and Corona Light, $3 Pacifico, $4 house wines, $5 Sangria, $5.50 Feliz Margaritas and $2 off specialty cocktails; special food menu 4-6 PM
La Fourno	636 South Street	215-627-9000	4:00 pm	7:00 pm	$6 wine by the glass, $7 signature cocktails, 10% off wine by the bottle
Ladder Fifteen	1528 Sansom Street	(215) 964-9755	5:00 pm	7:00 pm	$4 bottled beer, $5 drafts, call drinks and house wine, and $6 specialty cocktails
Landmark Americana	3333 Market Street	215-222-4500	11:00 am	12:00 am	$3 Blue Moons
Landmark Americana	3333 Market Street	215-222-4500	4:00 pm	7:00 pm	$5 wines by the glass, $3.50 Sangria, $3 SoCo Lime Shots and Oak & Cokes, $2.50 Narragansett; discounted food menu
Landmark Americana	3333 Market Street	215-222-4500	9:00 pm	12:00 am	$2.50 well drinks
Las Bugambilias	148 South Street	215-922-3190	5:00 pm	7:00 pm	$6 house Margaritas and house wines, $5 Mexican beers and special happy hour food menu
LaScala's	615 Chestnut St	(215) 928-0900	5:00 pm	7:00 pm	$2.50 Sierra Nevada, Coors Light, & Yuengling drafts, $5 vodka cocktails, $7 vodka martinis, $4 house wine
Liberty Bar	2204 Market Street	267-519-3665	5:00 pm	7:00 pm	$3 Domestics, $4 Crafts & Imports, $4 Well Drinks, $5 Wines; $.50 Wings
Liquid Room	1361 N. 2nd Street	215-279-7979	4:30 pm	7:30 pm	Select 12 oz. beer bottles $1-3, select 16 oz. drafts $1-4, select cocktails $4-8 and $2 Fireballs; food menu $2.50-6
Little Lion	243 Chestnut Street	267-273-0688	5:00 pm	7:00 pm	Food Specials: $5 Poutine (pork belly, housemade cheese, fried egg) $6 Smoked Chicken Wings Buck-A-Shuck Oysters  Drink Specials: $3 Beers (Lager and one rotating featured beer) $5 Wines and Sangria $6 Specialty Cocktail
Local 44	4333 Spruce Street	(215) 222-BEER	5:00 pm	7:00 pm	$3 Local Drafts, $4 Snack Menu
Locust Rendezvous	1415 Locust Street	215-985-1163	11:00 am	2:00 am	$2.25 draft beers, $3.25 select craft beers and $3 Shot of the Week
London Grill	2301 Fairmount Avenue	215-978-4545	5:00 pm	7:00 pm	$3 Usual Suspects and well drinks, $4 select draught beers, $5 house wines and select cocktails, inside bar food specials from 4-7 PM
London Grill	2301 Fairmount Avenue	215-978-4545	7:00 pm	12:00 am	$4 Willie Sutton Pints
Lucha Cartel	207 Chestnut Street	215-625-8605	5:00 pm	7:00 pm	$5 house margarita, sangria, mojitos, can of Tecate and shot of Sauza Silver; $5 happy hour food menu
Lucky 13 Pub	1820 S. 13th Street	215-336-8467	5:00 pm	7:00 pm	$1 Off All Drinks
Lucky Strike Lanes	1336 Chestnut Street	215-545-2471	4:00 pm	7:00 pm	$3 drafts and Citywides, $4 house wines by the glass, and $5 select cocktails
M Restaurant at The Morris House	231 S. 8th Street	215-625-6666	4:00 pm	10:00 pm	3 for $15 Bar Bites at the Bar and Outdoor Cocktail Area
M Restaurant at The Morris House	231 S. 8th Street	215-625-6666	4:00 pm	6:00 pm	$4 Beers; $6 Wines, $6 Cocktails; 3 for $15 Bar Bites
Mac's Tavern	226 Market Street	267-324-5507	11:30 am	12:00 am	$4 bartender's choice drafts
Mac's Tavern	226 Market Street	267-324-5507	4:30 pm	6:30 pm	$4 drafts and $5 select wines and cocktails; $2 off appetizers
Mad Mex	3401 Walnut Street	215-382-2221	4:30 pm	6:30 pm	$7 Big Azz (22oz), $5 16oz, & $3 12oz House Margaritas. Half off all Drafts & Wings
Mad Mex	3401 Walnut Street	215-382-2221	10:00 pm	12:00 am	$7 Big Azz Margaritas
Mad River Manayunk	4100 Main Street	215-482-2666	5:00 pm	12:00 am	$2 well drinks, Blue Moons, Coors Lights and Redd's Apple Ale Pounders
Maggie's Waterfront Cafe	9242 N. Delaware Avenue	215-637-6716	11:00 am	2:00 am	$12 Bud Light buckets, $15 domestic buckets and $20 import buckets
Maggie's Waterfront Cafe	9242 N. Delaware Avenue	215-637-6716	4:30 pm	6:30 pm	$2 domestic drafts, $2.50 domestic bottles, $3.50 well drinks, half off select appetizers
Manayunk Brewery	4120 Main Street	215-482-8220	5:00 pm	7:00 pm	$1 off all drinks, $5 wings and California rolls and $6 quesadillas and salmon avocado rolls, and 48 chef's choice pizza (bar/cocktail areas only)
Manayunk Tavern	4247 Main Street	267-335-2121	4:00 pm	2:00 am	$5 Martinis
Manayunk Tavern	4247 Main Street	267-335-2121	4:00 pm	6:00 pm	$3 Drafts
Manny Brown's	512 South Street	215-627-7427	11:00 am	12:00 am	$1.25 Tacos, $3 Corona & Corona Light
Manny Brown's	512 South Street	215-627-7427	5:00 pm	7:00 pm	Half Priced Drafts, Domestic Bottles, and Well Drinks
McCrossen's Tavern	529 N. 20th Street	215-854-0923	5:00 pm	7:00 pm	$2 Off Draft Beers; $5 Select Wines; $6 Select Cocktails; $3-$7 Bar Snacks
McGillin's Olde Ale House	1310 Drury Street; 19107	(215) 735-5562	11:00 am	2:00 am	$6.50 PBR pitchers and $8.50 Bud Light, Miller Lite, and Yuengling Light pitchers, and $1 mugs of Throwback Beer (starting at 5 PM until the keg is gone); $0.35 jumbo wings and $4.50 pickle backs
Memphis Taproom	2331 E. Cumberland Street	215-425-4460	4:00 pm	6:00 pm	$1 off all draft beers inside the bar and cans out in the Beer Garden
Milkboy	1100 Chestnut St		12:00 pm	1:00 am	$6 City Wides and $5 shots
Milkboy	1100 Chestnut St		4:00 pm	7:00 pm	$2 off draught beers, wine, and specialty cocktails and $5 well drinks
Misconduct Tavern	1511 Locust Street	(215) 732-5797	4:30 pm	7:00 pm	$5.50 Drafts Beers and Wine; $7 Cocktails
Mix Pizzeria & Bar	2101 Chestnut Street	215-568-3355	5:00 pm	7:00 pm	$2 PBR and Rolling Rock, $3 drafts, and $4 select wines and mixed drinks
Mixto	1141 Pine Street	(215) 592-0363	4:30 pm	6:30 pm	$5 Classic Mojitos, Margaritas, and Caipirinhas, $5 House Wines, $3 Latin Bottled Beers and Select Drafts, $2 Tilapia Ceviche Shooters, $5 Bites
Moriarty's	1116 Walnut Street	(215) 627-7676	5:00 pm	7:00 pm	All drafts $3 and $5
National Mechanics	22 S 3rd Street	(215) 701-4883	5:00 pm	7:00 pm	$3 off Most Pitchers; $2 off Specials Drinks; $1 off Most Pints
New Deck Tavern	3408 Sansom St; 19104	(215) 386-4600	5:00 pm	7:00 pm	$1 Off All Drinks; $5 Apps
New Delhi	4004 Chestnut Street	215-386-2125	4:00 pm	6:00 pm	$1 off beer and cocktails
New Wave Cafe	784 S 3rd St	(215) 922-8484	4:00 pm	6:00 pm	$1 Off All Food & Drinks
Nick's Bar & Grill - Old City	16 S. 2nd Street	215-928-9411	4:00 pm	7:00 pm	$1.75 Domestic Drafts; $5 App Menu
Nomad Roman	1305 Locust Street	215-644-9287	4:30 pm	6:30 pm	$5 bar pizzas; $4 draft beer specials; $5 select wine glasses; $25 select wine bottles
O'Neals Pub	611 S 3rd Street	(215) 574-9495	4:30 pm	8:30 pm	Half priced select beers and drinks and $5 apps, downstairs only
O'Neals Pub	611 S 3rd Street	(215) 574-9495	6:30 pm	2:00 am	$3.50 Mexican Import Bottles & Margaritas
Ocean Prime	124 S. 15th Street	215-563-0163	4:30 pm	6:30 pm	$5 beers and select appetizers, $10 specialty cocktails and select wines
Oh	1907 Sansom Street	215-568-7071	5:00 pm	7:00 pm	$3 Lagers and Miller Lites; $4 Cosmos, Wine, Well Drinks, and Margaritas; $3 & $4 Small Plates
Old Eagle Tavern	177 Markle Street	215-483-5535	5:00 pm	7:00 pm	1/2 Price Drafts, $2 Domestic Bottles
Opa	1311 Sansom St	(215) 545-0170	5:00 pm	7:00 pm	$3 select craft beers, $4 house wines, $5 specialty cocktails
Opa	1311 Sansom St	(215) 545-0170	10:00 pm	11:00 pm	$3 select craft beers, $4 house wines, $5 specialty cocktails
Ortlieb's Lounge	847 N 3rd Street	267-324-3348	6:00 pm	8:00 pm	$3 Domestic Drafts, $4 Crafts, $9 Domestic Pitchers, $12 Craft Pitchers, $1 Tacos
Out of Wack Jack's	3156 Willits Road	215-969-9433	4:00 pm	6:00 pm	$1.50 domestic pints
Oyster House	1516 Sansom Street	(215) 567-7683	5:00 pm	7:00 pm	$1 oysters, $3 shooters, $3 drafts and $5 punch
P.Y.T.	1050 N. Hancock Street	(215) 964-9009	5:00 pm	7:00 pm	$3 Yuengling Drafts; $3 Craft Beer Cans; $3 House Wine; $5 Bar Snacks
Paddy Whack's Irish Sports Pub NE	9241 Roosevelt Blvd	(215) 464-7544	11:00 am	2:00 am	$6 Bud Light Pitchers
Paddy Whack's Irish Sports Pub NE	9241 Roosevelt Blvd	(215) 464-7544	4:00 pm	6:00 pm	$3 Guinness; $3 crafts; $2 well drinks; $1.50 domestic pints & 1/2 price appetizers
Paddy Whacks	150 South Street	215-464-7544	4:00 pm	6:00 pm	$3 Guinness pints and crafts, $2 well drinks, $2 domestic pints and bottle and 1/2 price appetizers
Pagano's Market and Bar	2001 Market Street	215-523-6200	4:00 pm	6:00 pm	$3 selected beer; $5 wine; $5 Martini; $5 Manhattans
Panorama	14 N Front Street	215-922-7800	5:00 pm	7:00 pm	At the Wine Bar: $5 off every wine tasting flight, $5 select wines, $4 select beers and $4 off signature cocktails; half off appetizer menu
Pattaya Grill	4006 Chestnut Street	215-387-8533	5:00 pm	7:00 pm	$4 wine and cocktails, $1 off select beer
Percy Street Barbeque	900 South Street	(215) 625-8510	5:00 pm	6:30 pm	Special food and drink menu
Pinocchio's	131 E Baltimore Pike	610-566-7767	12:00 am	12:00 am	All you can eat pizza and soda or pasta and salad for $7.59; $1.50 domestic bottles; $3 Heineken, Heineken Light, and Amstel Light bottles
Pinocchio's	131 E Baltimore Pike	610-566-7767	4:00 pm	6:00 pm	1/2 Price Drafts and Mixed Drinks; $5 Apps
Pod	3636 Sansom Street	215-387-1803	9:00 pm	10:00 pm	$6 cocktails; $6 wine; $4 beer; $5 bites
Positano Coast	212 Walnut Street	(215) 238-0499	5:00 pm	7:00 pm	$4 Yuengling Lager, Miller Lite, Peroni; $6 signature cocktails (Positano Lemon Drop, Red Sangria, Bartender's Choice); $5 wines by the glass
Prime Stache	110 Chestnut Street	267-886-8354	5:00 pm	7:00 pm	$1 off Drafts; $2 off Cocktails; $5 Apps
Prohibition Taproom	501 N 13th Street	(215) 238-1818	5:00 pm	7:00 pm	$7 wines and specialty cocktails, $4 draft pints and $1 off small plates
Pub & Kitchen	1946 Lombard Street	215-545-0350	4:00 pm	6:00 pm	$20 Select Bottles of Rose $5 You Call It Old Fashioneds (choose mezcal, whiskey or rum)and P&K Pils  $10 Cheese Plate 1/2 Priced Oysters $7.95 "Almost Famous Happy Hour Burger"
Pub on Passyunk East	1501 Passyunk Avenue	215-755-5125	4:00 pm	6:00 pm	1/2 price drafts, $1 off well drinks
Pub Webb	1527 Cecil B Moore Avenue	267-687-8256	4:00 pm	6:00 pm	$3 select drafts, $4 mixers and $6 flavored Long Islands; half off all fries and special food menu
Queen of Sheba	4511 Baltimore Avenue	215-382-2099	11:00 am	12:00 am	$4 Citywide special
R2L	50 South 16th Street	(215) 564-5337	4:30 pm	6:30 pm	$3 Corona, Miller Light, & Yuengling, $4 Heineken & Heineken Light, $7 rotating wine selections, $8 select cocktails; small bite menu
Raw Lounge	1225 Sansom Street	215-238-1903	4:30 pm	6:30 pm	$3 Select Draft Beer; $4 House Wines; $5 Select Cocktails/1&1s
Red Owl Tavern	433 Chestnut Street	215-923-2267	5:00 pm	7:00 pm	$3-$4 Brewer of the Month Beers, $6 Wines, $7 Specialty Cocktails, $6 Select Apps
Rembrandt's Restaurant & Pub	741 N 23rd Street	215-763-2228	5:00 pm	7:00 pm	$3 drafts, wines, and well drinks and $2 Bud Lights
Rembrandt's Restaurant & Pub	741 N 23rd Street	215-763-2228	9:00 pm	10:00 pm	$3 drafts, wines, and well drinks and $2 Bud Lights
Revolution House	200 Market Street	215-625-4566	5:00 pm	7:00 pm	1/2 off margherita pizzas; 1/2 off drafts; and $5 red and white house wines; $6 rotating specialty cocktail
Rex 1516	1516 South Street	267-319-1366	5:00 pm	7:00 pm	$10 Beer Flight: Choose 3 8Oz Drafts; $5 Bar Bites
ROOT Restaurant + Wine Bar	1206 Frankford Avenue		4:00 pm	6:00 pm	$5 Snacks & Toast $6 Sangria & Special Wine $8 Gin & Tonic $7 Cheese & Salumi Plate
Rotten Ralph's	201 Chestnut Street	(215) 925-2440	4:00 pm	6:00 pm	Food and drink specials
Royal Tavern	937 E Passyunk Avenue	(215) 389-6694	4:00 pm	6:00 pm	1/2 price drafts, $3 well drinks
Saint Lazarus Bar	102 W Girard Avenue	267-978-4510	5:00 pm	7:00 pm	$3 Well Mixed Drinks; $2 Tequila Shots; $1 off Domestic Bottles; Check Facebook for Taco Tuesday Specials
Saint Lazarus Bar	102 W Girard Avenue	267-978-4510	10:00 pm	11:00 pm	$2 Well Vodka Cocktails; $1 off Select Domestic Bottles
Sampan	124 S 13th	215-732-3501	4:00 pm	7:00 pm	$4 select beers, specialty cocktails and house wines, $9 select cocktails, discounted select sakes and $25 scorpion bowls
Sassafras	48 S 2nd Street	215-925-2317	5:00 pm	7:00 pm	$5 house wine, $5 well drinks, $4 selected drafts, $3 domestic bottles
Seafood Unlimited	270 South 20th Street	215-732-9012	5:00 pm	9:30 pm	$3 Yuengling drafts, $5 select cocktails and wines, special bar menu
Shenanigans Original	3133 Gaul St.	215-423-7878	11:00 am	2:00 am	$1.50 pints of PBRs and Rolling Rocks and $1 Lionshead pints
Shenanigans Original	3133 Gaul St.	215-423-7878	4:00 pm	6:00 pm	$1.50 domestic pints and $2 domestic cans and bottles
Shenanigans Saloon	1624 N. Front St.	267-324-5857	11:00 am	2:00 am	$2 Kenzinger pints and $2 tacos
Shenanigans Saloon	1624 N. Front St.	267-324-5857	4:00 pm	6:00 pm	$2 Coors Light and Yuengling pints, $4 select craft drafts
Sidecar Bar	2201 Christian Street	(215) 732-3429	4:00 pm	7:00 pm	7 Til 7 Specials: 1/2 Price on Seven Rotating Drafts; $4  Seasonal Cocktails; $7 Nachos or Two Carnitas
Sidecar Bar	2201 Christian Street	(215) 732-3429	10:00 pm	1:00 am	$10 Burgers
Silk City	N 5th Street & Spring Garden Street	(215) 592-8838	5:00 pm	7:00 pm	$1 Off All Drafts
Slainte Pub & Grill	3000 Market St; 19104	(215) 222-7400	5:00 pm	7:00 pm	$1 off all pints, bottles and pitchers of beer, $1 off all well, call and top shelf liquor drinks, and $1 off all wines by the glass; $5 select appetizer menu
Slate	102 S 21st St	215-568-6886	5:00 pm	7:00 pm	Discounted drinks
Smiths Restaurant & Lounge	39-41 S 19th Street	267-546-2669	5:00 pm	7:00 pm	$5 Bulleit and Ketel One drinks, $10 carafe of wine, and $1 off all draft beers
Smokey Joe's	210 South 40th Street	215-222-0770	3:00 pm	6:00 pm	$2.50 pints, $7.50 pitchers and $15 pizza and pitcher
Smokin' Betty's	116 S. 11th Street	(215) 922-6500	5:00 pm	7:00 pm	$3 Yuenglings and featured drafts, $4 house wines and well drinks, and $5 seasonal Sangria and Lemonade; Food menu is $3-6
South	600 N. Broad Street	215-600-0220	4:00 pm	7:00 pm	$4-$7 Beer, Wine and Select Cocktails  $4-7 Food Specials
South Philly Tap Room	1509 Mifflin Street	215-271-7787	4:00 pm	6:00 pm	1/2 off local drafts and appetizers
Southgate	1801 Lombard Street	215-560-8443	5:00 pm	7:00 pm	$4 Sapporo $6 Wine & Sangria $5 City Wide (Sapporo + Shot of Soju)  $3 Spicy Fries $4 Fried Green Tomatoes $6 Fried Chicken Sandwich
Square 1682	121 South 17th Street	215-563-5008	5:00 pm	7:00 pm	$3 Beer: Yuengling and Bud Light $5 Wine: Chardonnay, Cabernet, Rose, Sparkling $7 Cocktail: French 75, Black Rose, Venus as a Boy  $7 Sliders and Fries: Custom blend burger; Chipotle Blackbean Burger; Curried         Chicken Salad
St. Stephen's Green	1701 Green St	(215) 769-5000	4:00 pm	7:00 pm	$3 Domestic Bottles, $4 Select Drafts, $4 Well Drinks, $5 Wines, $5, $4, and $3 App Menu
Standard Tap	901 N 2nd Street	215-238-0630	4:00 pm	6:00 pm	1/2 off weekly featured cocktail (rotating), 1/2 off weekly featured brewery beers (rotating), discount happy hour snacks
Stateside	1536 E. Passyunk Avenue	215-551-2500	5:00 pm	7:00 pm	1/2 priced drafts, buck-a-shuck-oysters, whiskey specials
Sto's Bar	236 Market Street	267-687-8653	12:00 pm	2:00 am	$4 for 2 Tacos; $2 Tequila Shots; $3 Select Pints; $8 Rolling Rock Pitchers; $10 Walt Wit Pitchers
Strangelove's	216 S. 11th Street		11:30 am	3:00 pm	$15 for 2 courses and a non-alcoholic beverage (dine-in only)
Strangelove's	216 S. 11th Street		5:00 pm	7:00 pm	$4 select American drafts and house wines and $5 well drinks; food specials
Strangelove's	216 S. 11th Street		11:00 pm	12:00 am	$4 select American drafts and house wines, $5 well drinks
SuGa	1720 Sansom Street	215-717-8968	5:00 am	7:00 am	Featured: Cocktail $7 - Wine $6 - Beer $4 - Sake $5  Food: $5 ea. Popcorn Pork Ravioli, Scallion Pancakes, Seaweed Salad, Coleslaw $7 ea. Tongpo Pork Bao Bun, Szechwan Dan Dan Noodles
Supper	926 South Street	215-592-8180	5:30 pm	7:30 pm	$4 select beers; $5 house wines; $2 off specialty cocktails;$12 snack packs - select any 3 snacks listed on menu for $12
T. Hogans	5109 Rochelle Avenue	215-482-8583	3:30 pm	7:30 pm	$3 domestic drafts, bottles, and well drinks, $3 margaritas, $2 sangria
Tabu Lounge & Sports Bar	200 S 12th Street	(215) 964-9675	11:00 am	12:00 am	$3.50 Coronas and Corona Lights; $2 and $3 soft tacos and $5 nachos
Tabu Lounge & Sports Bar	200 S 12th Street	(215) 964-9675	5:00 pm	7:00 pm	$1 off All Drinks
Tabu Lounge & Sports Bar	200 S 12th Street	(215) 964-9675	7:00 pm	9:00 pm	Free Select Draft w/Purchase of Any Burger of Sandwich
Taproom on 19th	2400 S. 19th Street	267-687-7817	11:00 am	2:00 am	Taco Tuesday:  $1 tacos, $2 Tecates and $5 Margaritas
Taproom on 19th	2400 S. 19th Street	267-687-7817	5:00 pm	7:00 pm	$2 off all draughts, $1 off all cans and bottles and $5 Jamesons; Half-priced wings and $2 Tap Burgers
Tattooed Mom	530 South Street	(215) 238-9880	12:00 pm	10:00 pm	Taco Tuesday: $1 beef or vegetarian bean tacos.
Tattooed Mom	530 South Street	(215) 238-9880	5:00 pm	7:00 pm	1/2 Off All Drafts
Tattooed Mom	530 South Street	(215) 238-9880	10:00 pm	11:00 pm	1/2 Off All Drafts
Tavern on Broad	200 S. Broad Street	(215) 546-2290	5:00 pm	8:00 pm	1/2 Off All Drinks
Tavern on Camac	243 S Camac Street	(215) 545-0900	6:00 pm	8:00 pm	$2.50 off beers, $2 off everything else
Tavern on the Hill	8636 Germantown Avenue	215-247-9948	5:00 pm	7:00 pm	1/2 priced drafts, $4 house wines by the glass
Tavola Restaurant + Bar	400 W Sproul Road	610-543-2100	4:00 pm	6:00 pm	$2.50 Shock Top, Bud Light, and Miller Lite drafts, $6 house red and white wine, and $1 off well drinks
Tavola Restaurant + Bar	400 W Sproul Road	610-543-2100	6:00 pm	10:00 pm	$5.50 Absolute cocktails
Tequilas Restaurant	1602 Locust St	(215) 546-0181	2:00 pm	6:30 pm	$4 drafts and bottled craft Mexican beers, $5 select wines by the glass, $6 traditional Sangria, Margaritas and mixed drinks, $7-9 select cocktails and tequilas, and $40 pitchers of house Sangria and Margarita
Teresa's Next Door	126 North Wayne Avenue	610-293-9909	11:30 am	3:30 pm	9 items for under $9 each
Teresa's Next Door	126 North Wayne Avenue	610-293-9909	4:00 pm	6:00 pm	$3 Select American drafts, $5 Select Belgian drafts, $3 off all wine by the glass
The Franklin Bar	112 S. 18th Street	267-467-3277	5:00 pm	7:00 pm	$10 Extra Credit Cocktails
The Grog Grill	863 West Lancaster Avenue	610-527-5870	4:00 pm	6:00 pm	$4 Drafts, $2 Yeungling, $4 Wine, Half Price Apps
The Grog Grill	863 West Lancaster Avenue	610-527-5870	8:00 pm	12:00 am	
The Olde Bar	125 Walnut Street	215-253-3777	5:00 pm	7:00 pm	Buck-a-Shuck Oysters & Bar Specials
The Plough & the Stars	123 Chestnut Street	215-733-0300	5:00 pm	7:00 pm	$3 Bud & Miller Lites, $4 craft beer $4.50 house merlot and chardonnay, $5 Bites
Time	1315 Sansom Street	215-985-4800	5:00 pm	7:00 pm	$5 house wines and select cocktails, $3 select seasonal drafts and $1 off all other drafts, $3-6 bar menu
Tinto	114 S. 20th Street	215-665-9150	5:00 pm	7:00 pm	$5 sangria and $7 house wine; $5 tapas
Tir Na Nog	1600 Arch Street; 19103	(267) 514-1700	5:00 pm	7:00 pm	$2 off all wines, $3 Yeunglings, Bud Lights and Miller Lite bottles, $4 Victory seasonals, Brooklyn Brown Ales and well drinks; half price select appetizers
Tria Washington Square West	1137 Spruce Street	215-629-9200	5:00 pm	7:00 pm	1 White Wine, 1 Red Wine, 1 Cheese plate, and 2 Beers all priced at $5 (a considerable discount) each!
Twenty Manning Grill	261 S 20th St		5:00 pm	7:00 pm	$3 Drafts, $7 Wines by the Glass
Twisted Tail, The	509-511 S. 2nd Street	215-558-2471	5:00 pm	7:00 pm	$3 select drafts, $4 house wines and specialty cocktail menu; $4-6 small plates
Union Transfer	1026 Spring Garden Street	215-232-2100	9:00 pm	12:00 am	Post-Show Happy Hour (Start Time Varies): $2 Miller High Life Drafts, $3 Three Olives Drinks, $4 Jack Daniels Drinks
Urban Farmer	1850 Benjamin Franklin Parkway	(215) 963-2788	3:00 pm	6:00 pm	$5.00 Red and White Wine $5.00 Specialty Cocktails $3.00 Local Draft Selection *Food Specials*
Urban Saloon	2120 Fairmount Avenue	215-232-5359	5:00 pm	7:00 pm	$3 Domestics; $4 Craft & Import Beers; $5.50 House Wines
Valanni	1229 Spruce Street	215-790-9494	5:00 pm	7:00 pm	$5 Specialty Cocktails, $5 Skyy Vodka Infusions and Well Drinks, $5 Select Red and White Wines; Half-Price Mason Jars; Buck-A-Shuck Oysters, Half-Price Tapas
Vango Lounge and Skybar	116 S 18th Street	215-568-1020	5:00 pm	7:00 pm	$4 Beer, $5 Mixed Drinks, $5 Wine, 1/2 Priced Appetizers
Varga Bar	941 Spruce St	(215) 627-5200	4:00 pm	6:00 pm	1/2 Off Draft Beers, Cocktails, Chardonnay, & Cabernet
Vedge	1221 Locust Street	215-320-7500	5:00 pm	7:00 pm	$7 cocktails and wines by the glass, $6 Sangria, $4 Pilsner and Lager pints and $5-7 bar snacks
Vesper	223 South Sydenham Street	267-603-2468	5:00 pm	7:00 pm	$4 Drafts $8 Cocktails $10 Wine Carafe $5 Ketel & Bulleit mixed drinks $6 Appetizers
Victoria Freehouse, The	10 S. Front Street	215-543-6089	4:00 pm	7:00 pm	$4, $5, $6, $7 specials
Victoria Freehouse, The	10 S. Front Street	215-543-6089	9:00 pm	11:00 pm	Industry food & drink specials
Vintage Wine Bar and Bistro	129 S 13th Street	(215) 922-3095	4:00 pm	6:00 pm	$3 High Life or lagers, $4 house wines, $5 bubbly or sangria, $3-7 select small plates
Watkin's Drinkery	1712 S 10th Street	215-339-0175	5:00 pm	7:00 pm	1/2 price on all drafts
Westy's	1440 Callowhill Street	215-563-6134	3:00 pm	7:00 pm	$3 High Life, PBR, and domestic bottles, $4 imported bottles and well drinks, $4 and $5 select craft drafts
White Dog Cafe	3420 Sansom Street	215-386-9224	4:00 pm	7:00 pm	$4 select drafts and $5 select wines and cocktails; Discounted food and snack menu
Winnie's Le Bus	4266 Main Street	215-487-2663	5:00 pm	7:00 pm	$3 Drafts, $4 Red or White Sangria, $5 House Wine & House Martinis
Woody's Bar	202 S 13th Street; 19107	(215) 545-1893	5:00 pm	7:00 pm	$3 select drafts and house wines, $4 well drinks and $6 Absolute drinks
Woolly Mammoth	430 South Street	215-923-8780	5:00 pm	7:00 pm	$1 off drinks, 1/2 price appetizers
